log_id,timestamp,employee_id,action,entity_type,entity_id,ip_address,device_type,location,status,severity,remarks
LOG-0000169,2021-02-04T12:56:03,EMP-20100,Compliance Check Executed,Transaction,TXN-003933,222.238.144.78,Laptop,Gurugram,Success,Low,Compliance check executed
LOG-0000170,2021-02-04T12:56:16,EMP-20050,Payment Completed,Transaction,TXN-000039,97.193.234.4,Mobile,Gurugram,Success,Low,Payment completed successfully
LOG-0000171,2021-02-04T13:01:07,EMP-20027,Payment Reversed,Transaction,TXN-003216,88.157.194.81,Desktop,Bengaluru,Success,Low,Payment reversed after compliance review
LOG-0000172,2021-02-04T14:01:00,EMP-20024,Purchase Order Created,Purchase Order,PO-2025-001290,71.6.64.210,Desktop,Bengaluru,Success,Medium,Purchase order created
LOG-0000173,2021-02-04T19:53:02,EMP-20083,Transaction Updated,Transaction,TXN-002509,177.220.125.143,Laptop,Mumbai,Success,Low,Transaction record updated
LOG-0000174,2021-02-05T15:08:31,EMP-20128,Transaction Updated,Transaction,TXN-002819,55.66.240.80,Desktop,Noida,Success,Medium,Transaction record updated
LOG-0000175,2021-02-05T18:10:16,EMP-20102,Employee Updated,Employee,EMP-20067,130.115.37.27,Desktop,Hyderabad,Success,High,Employee profile updated
LOG-0000176,2021-02-06T10:23:41,EMP-20033,Purchase Order Cancelled,Purchase Order,PO-2022-000603,15.49.97.69,Laptop,Chennai,Success,Low,Purchase order cancelled
LOG-0000177,2021-02-06T15:35:22,EMP-20038,Transaction Created,Transaction,TXN-000699,76.74.204.233,Laptop,Pune,Warning,Medium,Transaction record created
LOG-0000178,2021-02-06T16:53:20,EMP-20144,Vendor Updated,Vendor,VEN-100499,156.53.164.203,Desktop,Pune,Success,Low,Vendor profile updated
LOG-0000179,2021-02-06T17:56:59,EMP-20148,Vendor Blacklisted,Vendor,VEN-100406,10.227.246.245,Laptop,Chennai,Success,Low,Vendor marked as blacklisted
LOG-0000180,2021-02-06T19:32:36,EMP-20058,Compliance Check Executed,Transaction,TXN-000304,21.99.130.67,Desktop,Noida,Success,Low,Compliance check executed
LOG-0000181,2021-02-07T08:17:30,EMP-20073,Policy Triggered,Transaction,TXN-003895,86.178.231.172,Desktop,Hyderabad,Failed,Critical,Critical compliance policy violation detected
LOG-0000182,2021-02-07T08:27:16,EMP-20082,Password Changed,Employee,EMP-20094,29.117.55.59,Laptop,Mumbai,Success,Low,User password changed
LOG-0000183,2021-02-07T12:22:45,EMP-20119,Report Generated,Employee,EMP-20057,201.247.96.109,Desktop,Chennai,Success,Low,Report generated successfully
LOG-0000184,2021-02-07T13:23:51,EMP-20004,Policy Triggered,Transaction,TXN-000930,31.182.172.112,Laptop,Noida,Failed,Critical,Critical compliance policy violation detected
LOG-0000185,2021-02-07T17:50:42,EMP-20127,User Login,Employee,EMP-20146,37.102.186.71,Laptop,Delhi,Success,Low,User authenticated successfully
LOG-0000186,2021-02-08T09:07:48,EMP-20128,Payment Initiated,Transaction,TXN-002537,110.69.20.156,Desktop,Mumbai,Success,Low,Payment initiated for processing
LOG-0000187,2021-02-08T09:48:25,EMP-20116,User Login,Employee,EMP-20116,131.231.28.151,Laptop,Chennai,Failed,Medium,Multiple failed login attempts detected
LOG-0000188,2021-02-08T14:32:34,EMP-20085,Purchase Order Rejected,Purchase Order,PO-2022-000022,207.92.78.51,Laptop,Delhi,Success,Low,Purchase order rejected
LOG-0000189,2021-02-08T15:49:11,EMP-20131,Vendor Blacklisted,Vendor,VEN-100502,46.242.61.143,Desktop,Hyderabad,Success,Medium,Vendor marked as blacklisted
LOG-0000190,2021-02-08T16:30:50,EMP-20095,Purchase Order Created,Purchase Order,PO-2022-001788,69.29.212.55,Laptop,Pune,Success,Low,Purchase order created
LOG-0000191,2021-02-08T19:30:30,EMP-20121,Invoice Rejected,Invoice,INV-2023-000949,132.94.9.200,Laptop,Chennai,Warning,Low,Invoice rejected during review
LOG-0000192,2021-02-09T16:47:34,EMP-20139,Transaction Updated,Transaction,TXN-001247,172.34.214.201,Desktop,Noida,Success,Low,Transaction record updated
LOG-0000193,2021-02-09T19:29:31,EMP-20053,Purchase Order Rejected,Purchase Order,PO-2022-001885,43.254.61.141,Desktop,Noida,Success,Low,Purchase order rejected
LOG-0000194,2021-02-10T08:14:56,EMP-20099,Invoice Paid,Invoice,INV-2023-002556,23.122.127.58,Desktop,Gurugram,Success,Medium,Invoice marked as paid
LOG-0000195,2021-02-10T12:03:06,EMP-20042,System Configuration Updated,Employee,EMP-20116,41.4.230.247,Desktop,Hyderabad,Success,Low,System configuration updated
LOG-0000196,2021-02-10T19:25:09,EMP-20147,Employee Created,Employee,EMP-20057,181.106.239.40,Desktop,Noida,Success,High,New employee record created
LOG-0000197,2021-02-11T10:18:59,EMP-20074,Invoice Verified,Invoice,INV-2021-002243,164.224.234.159,Laptop,Noida,Success,Low,Invoice verification completed
LOG-0000198,2021-02-11T18:26:29,EMP-20147,Purchase Order Created,Purchase Order,PO-2026-001864,25.107.167.132,Laptop,Mumbai,Success,Medium,Purchase order created
LOG-0000199,2021-02-11T19:30:14,EMP-20004,Invoice Approved,Invoice,INV-2025-002299,43.182.32.117,Laptop,Pune,Success,Medium,Invoice approved for payment
LOG-0000200,2021-02-12T12:39:35,EMP-20100,User Logout,Employee,EMP-20005,31.120.138.22,Laptop,Chennai,Success,Low,User session ended
LOG-0000201,2021-02-12T14:27:06,EMP-20067,Password Changed,Employee,EMP-20111,127.157.161.190,Desktop,Noida,Warning,Medium,User password changed
LOG-0000202,2021-02-12T15:50:06,EMP-20110,Transaction Updated,Transaction,TXN-003402,157.2.174.84,Desktop,Delhi,Success,Low,Transaction record updated
LOG-0000203,2021-02-12T16:56:28,EMP-20099,User Login,Employee,EMP-20093,146.2.154.238,Mobile,Pune,Success,Low,User authenticated successfully
LOG-0000204,2021-02-12T17:02:43,EMP-20008,Transaction Updated,Transaction,TXN-001477,134.73.17.55,Desktop,Gurugram,Success,Critical,Transaction record updated
LOG-0000205,2021-02-12T17:14:16,EMP-20076,Role Changed,Employee,EMP-20052,186.229.216.198,Laptop,Bengaluru,Success,Low,Employee role changed
LOG-0000206,2021-02-12T19:09:01,EMP-20058,Purchase Order Submitted,Purchase Order,PO-2024-001798,194.28.51.185,Desktop,Gurugram,Success,Low,Purchase order submitted for approval
LOG-0000207,2021-02-13T08:51:46,EMP-20034,Payment Failed,Transaction,TXN-002246,59.108.14.65,Desktop,Noida,Success,Low,Payment attempt failed
LOG-0000208,2021-02-13T10:57:07,EMP-20006,Payment Reversed,Transaction,TXN-000578,209.137.48.37,Laptop,Pune,Success,Low,Payment reversed after compliance review
LOG-0000209,2021-02-13T14:01:55,EMP-20096,Invoice Verified,Invoice,INV-2026-000391,155.69.141.44,Laptop,Hyderabad,Success,Low,Invoice verification completed
LOG-0000210,2021-02-13T14:37:13,EMP-20014,Invoice Approved,Invoice,INV-2026-000020,140.5.17.173,Laptop,Chennai,Success,Medium,Invoice approved for payment
LOG-0000211,2021-02-13T15:44:40,EMP-20084,Purchase Order Rejected,Purchase Order,PO-2025-001296,98.235.156.99,Laptop,Pune,Success,Low,Purchase order rejected
LOG-0000212,2021-02-13T17:21:48,EMP-20009,Report Generated,Employee,EMP-20053,142.253.253.249,Laptop,Noida,Success,Low,Report generated successfully
LOG-0000213,2021-02-13T19:09:32,EMP-20032,Invoice Paid,Invoice,INV-2022-000428,97.248.167.226,Laptop,Pune,Failed,Medium,Invoice marked as paid (failed)
LOG-0000214,2021-02-14T08:06:10,EMP-20115,Purchase Order Created,Purchase Order,PO-2021-001527,131.43.247.27,Desktop,Chennai,Success,Low,Purchase order created
LOG-0000215,2021-02-14T12:58:03,EMP-20147,Transaction Created,Transaction,TXN-002516,205.45.232.3,Desktop,Hyderabad,Success,Medium,Transaction record created
LOG-0000216,2021-02-14T13:46:30,EMP-20025,User Login,Employee,EMP-20040,40.114.245.162,Laptop,Mumbai,Success,High,User authenticated successfully
LOG-0000217,2021-02-14T16:19:50,EMP-20070,Purchase Order Created,Purchase Order,PO-2025-000139,31.44.254.156,Desktop,Hyderabad,Success,Low,Purchase order created
LOG-0000218,2021-02-14T19:58:09,EMP-20075,Invoice Received,Invoice,INV-2023-001129,128.254.233.94,Laptop,Pune,Success,Low,Invoice received from vendor
LOG-0000219,2021-02-15T08:00:36,EMP-20012,Payment Initiated,Transaction,TXN-000931,115.154.68.53,Laptop,Mumbai,Success,Low,Payment initiated for processing
LOG-0000220,2021-02-15T09:18:22,EMP-20088,Purchase Order Cancelled,Purchase Order,PO-2021-000816,115.146.59.96,Desktop,Hyderabad,Success,Low,Purchase order cancelled
LOG-0000221,2021-02-15T10:16:38,EMP-20119,Transaction Updated,Transaction,TXN-001214,189.215.117.171,Desktop,Noida,Success,Low,Transaction record updated
LOG-0000222,2021-02-15T11:54:30,EMP-20038,Employee Updated,Employee,EMP-20129,152.1.107.223,Desktop,Delhi,Success,Low,Employee profile updated
LOG-0000223,2021-02-15T12:11:28,EMP-20015,User Logout,Employee,EMP-20127,165.113.231.13,Tablet,Chennai,Success,Low,User session ended
LOG-0000224,2021-02-15T15:41:54,EMP-20089,Purchase Order Created,Purchase Order,PO-2026-000348,70.200.231.31,Laptop,Noida,Success,Low,Purchase order created
LOG-0000225,2021-02-16T13:57:48,EMP-20069,Report Generated,Employee,EMP-20018,216.179.187.191,Desktop,Pune,Success,Low,Report generated successfully
LOG-0000226,2021-02-16T14:50:17,EMP-20104,Employee Created,Employee,EMP-20119,124.78.115.29,Desktop,Hyderabad,Success,Low,New employee record created
LOG-0000227,2021-02-16T16:33:10,EMP-20079,Payment Completed,Transaction,TXN-001905,128.158.83.86,Desktop,Mumbai,Success,Low,Payment completed successfully
LOG-0000228,2021-02-16T18:16:20,EMP-20083,Compliance Check Executed,Transaction,TXN-003937,83.226.54.188,Desktop,Bengaluru,Success,Low,Compliance check executed
LOG-0000229,2021-02-16T19:38:36,EMP-20080,Vendor Created,Vendor,VEN-100348,178.36.9.36,Desktop,Noida,Success,Low,New vendor profile created
LOG-0000230,2021-02-16T19:58:39,EMP-20101,Vendor Created,Vendor,VEN-100639,184.130.34.159,Laptop,Hyderabad,Success,Medium,New vendor profile created
LOG-0000231,2021-02-17T10:34:17,EMP-20032,Employee Created,Employee,EMP-20132,144.253.134.218,Desktop,Mumbai,Success,High,New employee record created
LOG-0000232,2021-02-17T11:33:23,EMP-20133,Policy Triggered,Transaction,TXN-000662,174.46.133.133,Desktop,Pune,Success,Low,Risk policy triggered
LOG-0000233,2021-02-17T13:36:39,EMP-20141,Vendor Blacklisted,Vendor,VEN-100630,196.53.145.248,Mobile,Noida,Success,High,Vendor marked as blacklisted
LOG-0000234,2021-02-17T15:22:18,EMP-20118,Invoice Rejected,Invoice,INV-2023-002244,190.57.10.63,Desktop,Bengaluru,Success,Medium,Invoice rejected during review
LOG-0000235,2021-02-17T15:35:35,EMP-20059,Role Changed,Employee,EMP-20021,214.142.81.142,Desktop,Chennai,Success,Low,Employee role changed
LOG-0000236,2021-02-17T19:13:52,EMP-20140,Role Changed,Employee,EMP-20009,210.219.240.125,Laptop,Gurugram,Success,Low,Employee role changed
LOG-0000237,2021-02-18T12:26:35,EMP-20132,Purchase Order Cancelled,Purchase Order,PO-2023-000543,125.166.191.240,Laptop,Delhi,Success,Medium,Purchase order cancelled
LOG-0000238,2021-02-18T14:02:35,EMP-20036,Vendor Blacklisted,Vendor,VEN-100307,168.49.134.236,Laptop,Gurugram,Success,High,Vendor marked as blacklisted
LOG-0000239,2021-02-19T17:31:52,EMP-20086,Purchase Order Created,Purchase Order,PO-2024-001489,120.165.216.64,Laptop,Noida,Success,Medium,Purchase order created
LOG-0000240,2021-02-19T17:38:40,EMP-20074,Risk Score Generated,Vendor,VEN-100439,209.171.52.196,Desktop,Pune,Success,Low,Risk score generated for vendor
LOG-0000241,2021-02-19T18:31:33,EMP-20045,Vendor Updated,Vendor,VEN-100423,118.146.191.131,Desktop,Pune,Success,Low,Vendor profile updated
LOG-0000242,2021-02-19T19:17:09,EMP-20059,Employee Created,Employee,EMP-20011,35.112.43.111,Mobile,Noida,Success,Medium,New employee record created
LOG-0000243,2021-02-19T19:25:29,EMP-20059,Invoice Paid,Invoice,INV-2025-000126,88.205.224.14,Laptop,Bengaluru,Success,Critical,Invoice marked as paid
LOG-0000244,2021-02-20T10:00:31,EMP-20101,System Configuration Updated,Employee,EMP-20125,116.176.192.81,Mobile,Hyderabad,Success,Low,System configuration updated
LOG-0000245,2021-02-20T10:10:44,EMP-20095,Transaction Updated,Transaction,TXN-000178,167.20.41.79,Mobile,Noida,Success,Medium,Transaction record updated
LOG-0000246,2021-02-20T10:13:42,EMP-20084,Payment Reversed,Transaction,TXN-001683,39.239.85.27,Laptop,Delhi,Success,Low,Payment reversed after compliance review
LOG-0000247,2021-02-20T10:28:13,EMP-20121,Risk Score Generated,Vendor,VEN-100708,162.101.25.81,Desktop,Gurugram,Success,High,Risk score generated for vendor
LOG-0000248,2021-02-20T12:15:56,EMP-20076,Risk Score Generated,Vendor,VEN-100385,92.141.61.163,Laptop,Mumbai,Success,Critical,Risk score generated for vendor
LOG-0000249,2021-02-20T12:28:57,EMP-20143,Employee Created,Employee,EMP-20079,25.73.191.25,Mobile,Bengaluru,Success,Low,New employee record created
LOG-0000250,2021-02-20T14:33:53,EMP-20028,Purchase Order Cancelled,Purchase Order,PO-2026-000029,46.18.80.213,Desktop,Gurugram,Success,Low,Purchase order cancelled
LOG-0000251,2021-02-20T15:24:12,EMP-20051,User Logout,Employee,EMP-20094,102.95.91.197,Desktop,Chennai,Success,Low,User session ended
LOG-0000252,2021-02-20T17:04:17,EMP-20077,Invoice Approved,Invoice,INV-2025-002280,105.38.11.64,Laptop,Bengaluru,Success,Medium,Invoice approved for payment
LOG-0000253,2021-02-20T18:42:38,EMP-20065,Purchase Order Created,Purchase Order,PO-2025-000865,40.166.78.220,Desktop,Mumbai,Success,Medium,Purchase order created
LOG-0000254,2021-02-21T00:31:17,EMP-20050,Vendor Updated,Vendor,VEN-100720,197.74.42.200,Desktop,Gurugram,Warning,Critical,Unauthorized modification attempt on vendor record
LOG-0000255,2021-02-21T08:58:10,EMP-20088,Invoice Approved,Invoice,INV-2023-001972,156.29.91.80,Desktop,Mumbai,Success,Low,Invoice approved for payment
LOG-0000256,2021-02-21T09:54:31,EMP-20025,Invoice Verified,Invoice,INV-2026-000262,31.211.158.98,Laptop,Delhi,Success,Low,Invoice verification completed
LOG-0000257,2021-02-21T11:33:55,EMP-20075,Employee Created,Employee,EMP-20012,60.122.251.240,Desktop,Bengaluru,Success,Low,New employee record created
LOG-0000258,2021-02-21T13:17:09,EMP-20048,Invoice Rejected,Invoice,INV-2024-000673,102.92.59.233,Laptop,Mumbai,Success,High,Invoice rejected during review
LOG-0000259,2021-02-21T14:53:09,EMP-20008,Vendor Blacklisted,Vendor,VEN-100616,36.158.167.98,Laptop,Hyderabad,Success,Low,Vendor marked as blacklisted
LOG-0000260,2021-02-21T17:04:57,EMP-20092,Purchase Order Cancelled,Purchase Order,PO-2025-000322,44.67.246.78,Laptop,Noida,Success,High,Purchase order cancelled
LOG-0000261,2021-02-21T17:26:43,EMP-20025,Purchase Order Cancelled,Purchase Order,PO-2025-001897,80.108.198.159,Desktop,Chennai,Success,Low,Purchase order cancelled
LOG-0000262,2021-02-22T11:27:12,EMP-20011,Purchase Order Submitted,Purchase Order,PO-2025-001175,209.65.118.184,Desktop,Gurugram,Success,Low,Purchase order submitted for approval
LOG-0000263,2021-02-22T11:56:15,EMP-20141,Password Changed,Employee,EMP-20073,175.197.244.184,Mobile,Gurugram,Success,Low,User password changed
LOG-0000264,2021-02-22T13:36:41,EMP-20004,Report Generated,Employee,EMP-20119,50.47.9.40,Laptop,Delhi,Failed,Low,Report generated successfully (failed)
LOG-0000265,2021-02-22T14:48:57,EMP-20037,Data Exported,Employee,EMP-20078,61.4.97.42,Desktop,Delhi,Success,Low,Data export executed
LOG-0000266,2021-02-23T15:34:09,EMP-20084,Payment Initiated,Transaction,TXN-001993,187.148.0.190,Desktop,Bengaluru,Warning,Medium,Payment initiated for processing
LOG-0000267,2021-02-23T16:51:45,EMP-20117,Password Changed,Employee,EMP-20113,110.164.86.20,Desktop,Hyderabad,Success,Low,User password changed
LOG-0000268,2021-02-23T16:59:53,EMP-20039,Transaction Created,Transaction,TXN-001052,100.45.123.42,Desktop,Hyderabad,Success,Low,Transaction record created
LOG-0000269,2021-02-23T17:23:36,EMP-20139,Purchase Order Created,Purchase Order,PO-2021-000808,203.200.187.8,Desktop,Delhi,Success,Medium,Purchase order created
LOG-0000270,2021-02-23T18:30:10,EMP-20129,Payment Initiated,Transaction,TXN-001465,133.38.36.226,Desktop,Gurugram,Success,Low,Payment initiated for processing
LOG-0000271,2021-02-24T09:04:19,EMP-20050,Report Generated,Employee,EMP-20008,118.56.97.74,Laptop,Mumbai,Success,Low,Report generated successfully
LOG-0000272,2021-02-24T09:21:56,EMP-20021,Payment Initiated,Transaction,TXN-002749,178.21.180.122,Laptop,Mumbai,Success,Low,Payment initiated for processing
LOG-0000273,2021-02-24T09:53:03,EMP-20004,Purchase Order Approved,Purchase Order,PO-2026-000688,105.50.193.149,Laptop,Gurugram,Success,Medium,PO approved successfully
LOG-0000274,2021-02-24T11:39:39,EMP-20124,Vendor Updated,Vendor,VEN-100520,132.176.90.30,Laptop,Mumbai,Success,Low,Vendor profile updated
LOG-0000275,2021-02-24T12:19:30,EMP-20017,Purchase Order Submitted,Purchase Order,PO-2023-000918,160.114.40.137,Mobile,Hyderabad,Success,Low,Purchase order submitted for approval
LOG-0000276,2021-02-24T14:53:35,EMP-20065,Purchase Order Rejected,Purchase Order,PO-2022-000015,136.119.125.5,Laptop,Hyderabad,Success,Low,Purchase order rejected
LOG-0000277,2021-02-24T16:04:25,EMP-20075,Purchase Order Submitted,Purchase Order,PO-2025-000021,22.2.42.123,Laptop,Bengaluru,Success,Low,Purchase order submitted for approval
LOG-0000278,2021-02-24T18:34:02,EMP-20009,Purchase Order Approved,Purchase Order,PO-2026-001596,187.32.73.122,Laptop,Mumbai,Success,Medium,PO approved successfully
LOG-0000279,2021-02-24T19:17:10,EMP-20124,Transaction Created,Transaction,TXN-000606,70.204.217.38,Mobile,Chennai,Warning,High,Transaction record created
LOG-0000280,2021-02-25T15:51:50,EMP-20091,System Configuration Updated,Employee,EMP-20059,146.213.21.124,Desktop,Noida,Success,Medium,System configuration updated
LOG-0000281,2021-02-25T17:56:38,EMP-20113,Payment Failed,Transaction,TXN-002651,182.159.207.108,Desktop,Noida,Success,Low,Payment attempt failed
LOG-0000282,2021-02-26T14:17:37,EMP-20135,Data Exported,Employee,EMP-20149,120.131.208.179,Tablet,Mumbai,Success,Low,Data export executed
LOG-0000283,2021-02-26T19:59:29,EMP-20021,Password Changed,Employee,EMP-20050,132.241.158.46,Desktop,Bengaluru,Success,Medium,User password changed
LOG-0000284,2021-02-27T08:17:29,EMP-20021,Invoice Paid,Invoice,INV-2025-000187,83.77.71.231,Laptop,Noida,Success,Medium,Invoice marked as paid
LOG-0000285,2021-02-27T08:41:08,EMP-20126,Compliance Check Executed,Transaction,TXN-001116,93.127.163.148,Laptop,Noida,Success,Low,Compliance check executed
LOG-0000286,2021-02-27T10:00:07,EMP-20010,Vendor Updated,Vendor,VEN-100303,23.216.99.133,Desktop,Bengaluru,Success,Low,Vendor profile updated
LOG-0000287,2021-02-27T15:08:28,EMP-20128,Transaction Updated,Transaction,TXN-001798,22.146.63.181,Laptop,Noida,Success,Low,Transaction record updated
LOG-0000288,2021-02-27T18:17:43,EMP-20079,Purchase Order Submitted,Purchase Order,PO-2023-000617,64.79.62.188,Mobile,Mumbai,Success,Low,Purchase order submitted for approval
LOG-0000289,2021-02-27T19:31:56,EMP-20139,Purchase Order Cancelled,Purchase Order,PO-2022-001914,77.154.61.15,Desktop,Mumbai,Success,Low,Purchase order cancelled
LOG-0000290,2021-02-27T19:47:32,EMP-20066,Payment Initiated,Transaction,TXN-002187,12.111.167.58,Mobile,Bengaluru,Success,Low,Payment initiated for processing
